-0.00135576	2.60413e-06	-2.70158e-06	-7.60068e-06	0.000693016	9.50583e-06	
-0.00270666	5.19521e-06	-5.39514e-06	-1.51741e-05	0.00138359	1.89709e-05	
-0.00405271	7.7733e-06	-8.0807e-06	-2.27203e-05	0.00207174	2.83955e-05	
-0.00539394	1.03385e-05	-1.07583e-05	-3.02394e-05	0.00275745	3.77796e-05	
-0.00673034	1.28907e-05	-1.34278e-05	-3.77314e-05	0.00344074	4.71233e-05	
-0.00806193	1.54302e-05	-1.60894e-05	-4.51963e-05	0.00412161	5.64269e-05	
-0.00938872	1.79569e-05	-1.8743e-05	-5.26344e-05	0.00480007	6.56905e-05	
-0.0107107	2.0471e-05	-2.13886e-05	-6.00455e-05	0.00547613	7.49141e-05	
-0.012028	2.29723e-05	-2.40262e-05	-6.74298e-05	0.00614978	8.4098e-05	
-0.0133404	2.54611e-05	-2.66559e-05	-7.47874e-05	0.00682103	9.32422e-05	
-0.0146481	2.79374e-05	-2.92776e-05	-8.21183e-05	0.00748989	0.000102347	
-0.0159511	3.04012e-05	-3.18914e-05	-8.94225e-05	0.00815637	0.000111412	
-0.0172493	3.28526e-05	-3.44972e-05	-9.67002e-05	0.00882047	0.000120439	
-0.0185429	3.52917e-05	-3.70951e-05	-0.000103951	0.00948219	0.000129426	
-0.0198317	3.77184e-05	-3.96851e-05	-0.000111176	0.0101415	0.000138374	
-0.0211158	4.01329e-05	-4.22671e-05	-0.000118375	0.0107985	0.000147283	
-0.0223952	4.25352e-05	-4.48413e-05	-0.000125547	0.0114532	0.000156154	
-0.02367	4.49254e-05	-4.74075e-05	-0.000132693	0.0121054	0.000164986	
-0.0249401	4.73036e-05	-4.99659e-05	-0.000139812	0.0127554	0.000173779	
-0.0262055	4.96697e-05	-5.25164e-05	-0.000146906	0.013403	0.000182535	
-0.0274664	5.20238e-05	-5.5059e-05	-0.000153974	0.0140482	0.000191252	
-0.0287226	5.4366e-05	-5.75937e-05	-0.000161015	0.0146911	0.000199932	
-0.0299741	5.66964e-05	-6.01206e-05	-0.000168031	0.0153317	0.000208573	
-0.0312211	5.9015e-05	-6.26397e-05	-0.000175021	0.01597	0.000217177	
-0.0324635	6.13219e-05	-6.51509e-05	-0.000181985	0.016606	0.000225743	
-0.0337013	6.3617e-05	-6.76543e-05	-0.000188924	0.0172397	0.000234271	
-0.0349346	6.59006e-05	-7.01499e-05	-0.000195837	0.017871	0.000242763	
-0.0361633	6.81725e-05	-7.26377e-05	-0.000202724	0.0185001	0.000251217	
-0.0373875	7.0433e-05	-7.51177e-05	-0.000209586	0.0191269	0.000259634	
-0.0386071	7.26819e-05	-7.75899e-05	-0.000216422	0.0197514	0.000268014	
-0.0398222	7.49195e-05	-8.00544e-05	-0.000223234	0.0203736	0.000276358	
-0.0410328	7.71457e-05	-8.25111e-05	-0.000230019	0.0209935	0.000284665	
-0.042239	7.93606e-05	-8.49601e-05	-0.00023678	0.0216112	0.000292935	
-0.0434406	8.15642e-05	-8.74013e-05	-0.000243516	0.0222266	0.000301169	
-0.0446378	8.37566e-05	-8.98348e-05	-0.000250226	0.0228398	0.000309367	
-0.0458305	8.59379e-05	-9.22606e-05	-0.000256912	0.0234507	0.000317529	
-0.0470188	8.81081e-05	-9.46787e-05	-0.000263572	0.0240594	0.000325655	
-0.0482027	9.02672e-05	-9.70891e-05	-0.000270208	0.0246658	0.000333745	
-0.0493821	9.24154e-05	-9.94918e-05	-0.000276819	0.02527	0.000341799	
-0.0505572	9.45526e-05	-0.000101887	-0.000283405	0.025872	0.000349818	
-0.0517278	9.66789e-05	-0.000104274	-0.000289967	0.0264718	0.000357801	
-0.0528941	9.87944e-05	-0.000106654	-0.000296504	0.0270693	0.000365749	
-0.054056	0.000100899	-0.000109026	-0.000303016	0.0276647	0.000373662	
-0.0552135	0.000102993	-0.000111391	-0.000309504	0.0282578	0.00038154	
-0.0563667	0.000105076	-0.000113748	-0.000315968	0.0288488	0.000389383	
-0.0575156	0.000107149	-0.000116097	-0.000322408	0.0294376	0.000397191	
