-0.817746	-0.190191	-0.00380107	1.5708	-1.8077e-06	-0.00204877	
-0.81806	-0.189086	-0.00380213	1.5708	-3.59693e-06	-0.00409025	
-0.818371	-0.187985	-0.00380318	1.5708	-5.36782e-06	-0.00612445	
-0.81868	-0.186887	-0.00380422	1.5708	-7.12051e-06	-0.00815139	
-0.818986	-0.185792	-0.00380526	1.5708	-8.85513e-06	-0.0101711	
-0.819289	-0.1847	-0.00380628	1.5708	-1.05718e-05	-0.0121835	
-0.81959	-0.183612	-0.0038073	1.5708	-1.22707e-05	-0.0141888	
-0.819888	-0.182528	-0.00380831	1.5708	-1.39519e-05	-0.0161869	
-0.820184	-0.181447	-0.00380931	1.5708	-1.56156e-05	-0.0181777	
-0.820478	-0.180369	-0.00381031	1.5708	-1.72619e-05	-0.0201614	
-0.820768	-0.179295	-0.0038113	1.5708	-1.88909e-05	-0.022138	
-0.821057	-0.178224	-0.00381227	1.5708	-2.05028e-05	-0.0241075	
-0.821343	-0.177156	-0.00381325	1.5708	-2.20976e-05	-0.0260698	
-0.821627	-0.176092	-0.00381421	1.5708	-2.36755e-05	-0.028025	
-0.821908	-0.175031	-0.00381516	1.5708	-2.52367e-05	-0.0299732	
-0.822187	-0.173974	-0.00381611	1.5708	-2.67813e-05	-0.0319143	
-0.822463	-0.17292	-0.00381705	1.57079	-2.83093e-05	-0.0338484	
-0.822737	-0.17187	-0.00381798	1.57079	-2.9821e-05	-0.0357754	
-0.823009	-0.170823	-0.00381891	1.57079	-3.13164e-05	-0.0376955	
-0.823278	-0.169779	-0.00381983	1.57079	-3.27956e-05	-0.0396085	
-0.823545	-0.168739	-0.00382074	1.57079	-3.42589e-05	-0.0415146	
-0.82381	-0.167702	-0.00382164	1.57079	-3.57062e-05	-0.0434137	
-0.824073	-0.166668	-0.00382253	1.57079	-3.71378e-05	-0.0453059	
-0.824333	-0.165638	-0.00382342	1.57079	-3.85537e-05	-0.0471911	
-0.824591	-0.164611	-0.0038243	1.57079	-3.99541e-05	-0.0490695	
-0.824847	-0.163587	-0.00382518	1.57079	-4.13391e-05	-0.050941	
-0.825101	-0.162567	-0.00382604	1.57079	-4.27088e-05	-0.0528056	
-0.825352	-0.161551	-0.0038269	1.57079	-4.40633e-05	-0.0546634	
-0.825602	-0.160537	-0.00382776	1.57079	-4.54028e-05	-0.0565143	
-0.825849	-0.159527	-0.0038286	1.57079	-4.67273e-05	-0.0583585	
-0.826094	-0.15852	-0.00382944	1.57079	-4.80369e-05	-0.0601958	
-0.826337	-0.157517	-0.00383027	1.57079	-4.93319e-05	-0.0620264	
-0.826577	-0.156517	-0.0038311	1.57079	-5.06123e-05	-0.0638502	
-0.826816	-0.15552	-0.00383192	1.57079	-5.18782e-05	-0.0656672	
-0.827053	-0.154527	-0.00383273	1.57079	-5.31297e-05	-0.0674776	
-0.827287	-0.153537	-0.00383353	1.57079	-5.43669e-05	-0.0692812	
-0.82752	-0.15255	-0.00383433	1.57079	-5.559e-05	-0.0710782	
-0.82775	-0.151567	-0.00383512	1.57079	-5.67991e-05	-0.0728685	
-0.827979	-0.150587	-0.00383591	1.57079	-5.79942e-05	-0.0746521	
-0.828205	-0.14961	-0.00383668	1.57079	-5.91755e-05	-0.0764292	
-0.828429	-0.148636	-0.00383746	1.57079	-6.03431e-05	-0.0781996	
-0.828652	-0.147666	-0.00383822	1.57079	-6.14971e-05	-0.0799634	
-0.828872	-0.146699	-0.00383898	1.57079	-6.26376e-05	-0.0817207	
-0.829091	-0.145735	-0.00383973	1.57079	-6.37647e-05	-0.0834713	
-0.829307	-0.144775	-0.00384048	1.57079	-6.48785e-05	-0.0852155	
-0.829522	-0.143818	-0.00384122	1.57079	-6.59791e-05	-0.0869531	
-0.829735	-0.142864	-0.00384195	1.57079	-6.70666e-05	-0.0886843	
-0.829946	-0.141914	-0.00384268	1.57079	-6.81412e-05	-0.0904089	
-0.830155	-0.140966	-0.0038434	1.57079	-6.92029e-05	-0.0921271	
-0.830362	-0.140022	-0.00384412	1.57078	-7.02519e-05	-0.0938389	
-0.830567	-0.139081	-0.00384483	1.57078	-7.12881e-05	-0.0955442	
-0.830771	-0.138144	-0.00384553	1.57078	-7.23118e-05	-0.0972431	
-0.830972	-0.13721	-0.00384623	1.57078	-7.33231e-05	-0.0989357	
-0.831172	-0.136278	-0.00384692	1.57078	-7.4322e-05	-0.100622	
-0.83137	-0.135351	-0.00384761	1.57078	-7.53086e-05	-0.102302	
-0.831566	-0.134426	-0.00384828	1.57078	-7.6283e-05	-0.103975	
-0.831761	-0.133504	-0.00384896	1.57078	-7.72454e-05	-0.105642	
-0.831954	-0.132586	-0.00384963	1.57078	-7.81958e-05	-0.107303	
-0.832145	-0.131671	-0.00385029	1.57078	-7.91343e-05	-0.108958	
-0.832334	-0.130759	-0.00385095	1.57078	-8.0061e-05	-0.110606	
-0.832521	-0.129851	-0.0038516	1.57078	-8.09761e-05	-0.112248	
-0.832707	-0.128945	-0.00385224	1.57078	-8.18795e-05	-0.113884	
-0.832892	-0.128043	-0.00385288	1.57078	-8.27715e-05	-0.115514	
-0.833074	-0.127143	-0.00385352	1.57078	-8.3652e-05	-0.117137	
-0.833255	-0.126247	-0.00385415	1.57078	-8.45213e-05	-0.118755	
