0	0	0	
0	0	0.0892	
-0.425	0	0.0892	
-0.81743	0	0.0892	
-0.81743	-0.109	0.0892	
-0.81743	-0.109	-0.0038	
-0.81743	-0.1913	-0.0038	


0	0	0	
0	0	0.0892	
-0.400164	0.143155	0.0889923	
-0.769662	0.27534	0.0891025	
-0.806377	0.172709	0.0891025	
-0.806572	0.172779	-0.00389727	
-0.847512	0.101385	-0.00386508	


